Reservoir,Site,DateTime,ThermistorTemp_C_1,ThermistorTemp_C_2,ThermistorTemp_C_3,ThermistorTemp_C_4,ThermistorTemp_C_5,ThermistorTemp_C_6,ThermistorTemp_C_7,ThermistorTemp_C_8,ThermistorTemp_C_9,ThermistorTemp_C_10,ThermistorTemp_C_11,ThermistorTemp_C_12,ThermistorTemp_C_13,RDO_mgL_6,RDOsat_percent_6,RDOTemp_C_6,RDO_mgL_13,RDOsat_percent_13,RDOTemp_C_13,EXOTemp_C_1.5,EXOCond_uScm_1.5,EXOSpCond_uScm_1.5,EXOTDS_mgL_1.5,EXODOsat_percent_1.5,EXODO_mgL_1.5,EXOChla_RFU_1.5,EXOChla_ugL_1.5,EXOBGAPC_RFU_1.5,EXOBGAPC_ugL_1.5,EXOfDOM_RFU_1.5,EXOfDOM_QSU_1.5,EXOTurbidity_FNU_1.5,EXOPressure_psi,EXODepth_m,EXOBattery_V,EXOCablepower_V,EXOWiper_V,LvlPressure_psi_13,Depth_m_13,LvlTemp_C_13,RECORD,CR6Battery_V,CR6Panel_Temp_C,Flag_ThermistorTemp_C_1,Flag_ThermistorTemp_C_2,Flag_ThermistorTemp_C_3,Flag_ThermistorTemp_C_4,Flag_ThermistorTemp_C_5,Flag_ThermistorTemp_C_6,Flag_ThermistorTemp_C_7,Flag_ThermistorTemp_C_8,Flag_ThermistorTemp_C_9,Flag_ThermistorTemp_C_10,Flag_ThermistorTemp_C_11,Flag_ThermistorTemp_C_12,Flag_ThermistorTemp_C_13,Flag_RDO_mgL_6,Flag_RDOsat_percent_6,Flag_RDOTemp_C_6,Flag_RDO_mgL_13,Flag_RDOsat_percent_13,Flag_RDOTemp_C_13,Flag_EXOTemp_C_1.5,Flag_EXOCond_uScm_1.5,Flag_EXOSpCond_uScm_1.5,Flag_EXOTDS_mgL_1.5,Flag_EXODOsat_percent_1.5,Flag_EXODO_mgL_1.5,Flag_EXOChla_RFU_1.5,Flag_EXOChla_ugL_1.5,Flag_EXOBGAPC_RFU_1.5,Flag_EXOBGAPC_ugL_1.5,Flag_EXOfDOM_RFU_1.5,Flag_EXOfDOM_QSU_1.5,Flag_EXOTurbidity_FNU_1.5,Flag_EXOPressure_psi,Flag_EXODepth_m,Flag_EXOBattery_V,Flag_EXOCablepower_V,Flag_EXOWiper_V,Flag_LvlPressure_psi_13,Flag_LvlTemp_C_13
BVR,50,2023-02-11 09:00:00,NA,NA,NA,NA,5.444086,5.504327,5.371362,5.37655,5.32467,5.350366,5.34173,5.359826,5.32229,12.70879,100.7508,5.477753,12.86949,101.7805,5.384232,5.552,19.13,30.44,19.78,100.41,12.64,1.55,4.27,2.44,1.38,4.43,13.19,4.42,2.94,2.069,4.07,12.22,1.18,13.2045,9.303230475,5.404727,77191,13.95,7.438,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 09:10:00,NA,NA,NA,NA,5.456506,5.496881,5.3807,5.374109,5.314325,5.354761,5.346521,5.36416,5.328149,12.70551,100.7447,5.485519,12.84953,101.6238,5.384735,5.559,19.43,30.9,20.08,100.46,12.65,1.5,4.1,2.4,1.34,4.49,13.36,4.33,2.94,2.067,4.07,12.81,1.07,13.20332,9.302399106,5.409652,77192,14.36,7.549,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 09:20:00,NA,NA,NA,NA,5.455652,5.474084,5.360925,5.374475,5.324152,5.354913,5.353143,5.371362,5.331872,12.71301,100.7518,5.465202,12.89421,101.9856,5.387878,5.531,19.12,30.44,19.78,100.47,12.66,1.53,4.19,2.46,1.41,4.44,13.2,4.48,2.94,2.068,4.07,12.76,1.19,13.20261,9.3018988755,5.412532,77193,14.34,7.793,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 09:30:00,NA,NA,NA,NA,5.435144,5.459497,5.359644,5.375635,5.323419,5.358392,5.351251,5.366144,5.321771,12.7159,100.7375,5.450844,12.90898,102.0902,5.383247,5.51,19.39,30.88,20.07,100.24,12.63,1.49,4.08,2.36,1.3,4.48,13.34,4.28,2.94,2.068,4.07,12.73,1.09,13.2035,9.302525925,5.401409,77194,14.25,8.13,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 09:40:00,NA,NA,NA,NA,5.515497,5.490045,5.368402,5.384729,5.341211,5.36593,5.356195,5.360864,5.318109,12.71414,100.8056,5.482544,12.861,101.7091,5.382591,5.543,19.14,30.46,19.8,100.44,12.65,1.61,4.46,2.47,1.42,4.44,13.23,4.5,2.94,2.069,4.07,12.76,1.19,13.20385,9.3027725175,5.397713,77195,14.31,8.64,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 09:50:00,NA,NA,NA,NA,5.53692,5.505975,5.389917,5.393213,5.336114,5.366357,5.35351,5.368707,5.329492,12.732,100.9961,5.501534,12.81223,101.331,5.385559,5.562,19.14,30.44,19.78,100.5,12.65,1.44,3.89,2.46,1.4,4.43,13.19,4.37,2.94,2.07,4.07,12.75,1.19,13.20338,9.302441379,5.410821,77196,14.33,9.2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 10:00:00,NA,NA,NA,NA,5.552606,5.52276,5.379694,5.387628,5.33584,5.3659,5.355676,5.375482,5.341394,12.72762,100.9398,5.493118,12.8367,101.5648,5.400932,5.572,19.14,30.43,19.78,100.58,12.66,1.48,4.04,2.48,1.43,4.44,13.21,4.43,2.94,2.07,4.07,12.76,1.19,13.20259,9.3018847845,5.423061,77197,14.29,9.61,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 10:10:00,NA,NA,NA,NA,5.573907,5.534356,5.400232,5.406091,5.348413,5.372095,5.363824,5.381891,5.347345,12.74591,101.1476,5.517387,12.8217,101.4678,5.409363,5.584,19.14,30.43,19.78,100.62,12.66,1.47,4,2.48,1.42,4.4,13.11,4.56,2.94,2.069,4.07,12.79,1.19,13.2031,9.302244105,5.426542,77198,14.33,9.9,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 10:20:00,NA,NA,NA,NA,5.589258,5.541498,5.408044,5.399408,5.345972,5.377038,5.368005,5.389093,5.346856,12.76835,101.4004,5.546257,12.80699,101.3467,5.407555,5.622,19.17,30.44,19.78,100.8,12.67,1.36,3.63,2.44,1.39,4.44,13.21,4.61,2.94,2.072,4.07,12.75,1.19,13.20391,9.3028147905,5.426923,77199,14.33,10.16,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 10:30:00,NA,NA,NA,NA,5.599725,5.569635,5.392846,5.401208,5.351831,5.38299,5.371454,5.383508,5.330346,12.77192,101.3959,5.533562,12.81785,101.3832,5.388535,5.589,19.17,30.47,19.8,100.71,12.67,1.36,3.63,2.47,1.42,4.42,13.17,4.39,2.94,2.073,4.07,12.78,1.19,13.203,9.30217365,5.400255,77200,14.34,10.31,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 10:40:00,NA,NA,NA,NA,5.581598,5.542474,5.396661,5.410852,5.359674,5.37536,5.353265,5.361292,5.3258,12.79501,101.5793,5.533562,12.82879,101.4612,5.385231,5.592,19.17,30.46,19.8,100.78,12.68,1.2,3.13,2.47,1.42,4.43,13.18,4.33,2.95,2.074,4.07,12.77,1.21,13.20192,9.301412736,5.405589,77201,14.34,10.44,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 10:50:00,NA,NA,NA,NA,5.60293,5.572778,5.403589,5.415735,5.362115,5.385522,5.371393,5.380029,5.330194,12.78166,101.4758,5.534546,12.85078,101.6411,5.387543,5.613,19.17,30.44,19.79,100.9,12.69,1.23,3.22,2.42,1.36,4.43,13.18,4.38,2.95,2.074,4.07,12.75,1.19,13.20446,9.303202293,5.409126,77202,14.27,10.48,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 11:00:00,NA,NA,NA,NA,5.583154,5.557611,5.419794,5.424554,5.368432,5.388025,5.37121,5.386987,5.338342,12.80567,101.6621,5.53289,12.85624,101.7265,5.403755,5.578,19.14,30.42,19.77,100.84,12.69,1.2,3.13,2.44,1.39,4.42,13.16,4.39,2.95,2.075,4.07,12.73,1.19,13.20246,9.301793193,5.419682,77203,14.29,10.55,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 11:10:00,NA,NA,NA,NA,5.653345,5.589014,5.448785,5.450098,5.373163,5.399774,5.390894,5.398645,5.343591,12.8488,102.1659,5.594749,12.88605,101.9737,5.408043,5.652,19.2,30.45,19.79,101.02,12.69,1.28,3.4,2.43,1.37,4.39,13.07,4.37,2.95,2.074,4.07,12.76,1.18,13.20325,9.3023497875,5.4235,77204,14.28,10.51,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 11:20:00,NA,NA,NA,NA,5.661157,5.625482,5.474146,5.468103,5.394342,5.40664,5.39187,5.403345,5.330011,12.84864,102.326,5.656548,12.84226,101.5819,5.390678,5.675,19.47,30.86,20.06,101.17,12.7,1.24,3.25,2.36,1.29,4.48,13.34,4.34,2.94,2.068,4.07,12.75,NA,13.2016,9.30118728,5.40667,77205,14.31,10.65,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BVR,50,2023-02-11 11:30:00,NA,NA,NA,NA,5.678369,5.641962,5.503717,5.518518,5.415491,5.41839,5.392145,5.402704,5.353204,12.83133,102.1977,5.660172,12.84286,101.6344,5.409019,5.693,19.22,30.45,19.79,101.09,12.68,1.18,3.06,2.39,1.34,4.41,13.12,4.39,2.94,2.068,4.07,12.73,1.18,13.20206,9.301511373,5.436156,77206,14.29,10.7,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 11:40:00,NA,NA,NA,NA,5.709192,5.668908,5.545953,5.530145,5.428338,5.418024,5.394891,5.402887,5.349481,12.80819,102.1393,5.708588,12.86774,101.8321,5.409363,5.739,19.25,30.45,19.79,101.19,12.68,1.11,2.83,2.4,1.34,4.39,13.06,4.43,2.93,2.062,4.07,12.75,1.19,13.20208,9.301525464,5.433668,77207,14.3,10.77,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 11:50:00,NA,NA,NA,NA,5.67901,5.702051,5.565027,5.555902,5.445825,5.436731,5.403864,5.416376,5.362176,12.79939,102.0682,5.708252,12.81554,101.4212,5.410187,5.745,19.25,30.45,19.79,101.23,12.68,1.12,2.87,2.39,1.33,4.39,13.07,4.39,2.93,2.064,4.07,12.75,1.2,13.20467,9.3033502485,5.441719,77208,14.3,10.9,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 12:00:00,NA,NA,NA,NA,5.718988,5.704706,5.569543,5.559228,5.462884,5.448175,5.420618,5.424798,5.371454,12.80885,102.1354,5.705124,12.82065,101.516,5.431023,5.769,19.53,30.87,20.07,101.49,12.71,1.13,2.89,2.34,1.28,4.44,13.23,4.3,2.93,2.064,4.07,12.73,1.11,13.20068,9.300539094,5.45317,77209,14.26,10.96,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 12:10:00,NA,NA,NA,NA,5.746179,5.741418,5.598199,5.591058,5.5086,5.503686,5.446924,5.446649,5.376123,12.78632,102.1629,5.784767,12.85355,101.7834,5.433655,5.788,19.53,30.85,20.05,101.47,12.7,1.16,3,2.35,1.28,4.46,13.27,4.22,2.93,2.061,4.07,12.79,1.06,13.20161,9.3011943255,5.457974,77210,14.25,11.05,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 12:20:00,NA,NA,NA,NA,5.747491,5.76687,5.622339,5.61532,5.55047,5.554132,5.47323,5.473169,5.388116,12.8223,102.4384,5.780159,12.86723,101.9093,5.440422,5.794,19.26,30.42,19.77,101.41,12.69,1.13,2.91,2.42,1.36,4.4,13.11,4.42,2.93,2.061,4.07,12.73,NA,13.20176,9.301300008,5.471018,77211,14.28,11.22,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BVR,50,2023-02-11 12:30:00,NA,NA,NA,NA,5.747888,5.776422,5.635766,5.636438,5.578454,5.59765,5.552972,5.532526,5.397882,12.77592,102.0734,5.782295,12.86712,101.9424,5.453499,5.837,19.57,30.87,20.07,101.62,12.7,1.22,3.2,2.37,1.31,4.44,13.22,4.14,2.93,2.061,4.07,12.81,1.07,13.19999,9.3000529545,5.478129,77212,14.29,11.28,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 12:40:00,NA,NA,NA,NA,5.784418,5.79397,5.662073,5.654932,5.598871,5.617639,5.57586,5.507654,5.39248,12.80659,102.3767,5.804657,12.82598,101.6158,5.453156,5.848,19.32,30.46,19.8,101.73,12.71,1.16,3.01,2.41,1.35,4.4,13.11,4.41,2.92,2.058,4.07,12.73,1.17,13.20008,9.300116364,5.47329,77213,14.25,11.42,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 12:50:00,NA,NA,NA,NA,5.815149,5.838159,5.698633,5.679193,5.607843,5.620538,5.577386,5.561182,5.379175,12.8331,102.6813,5.840172,12.83198,101.6147,5.434502,5.885,19.59,30.86,20.06,101.76,12.7,1.12,2.87,2.32,1.25,4.4,13.09,4.28,2.92,2.054,4.07,12.73,1.08,13.20296,9.302145468,5.45856,77214,14.24,11.59,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 13:00:00,NA,NA,NA,NA,5.829218,5.880273,5.744531,5.733514,5.66784,5.652582,5.610315,5.6159,5.387048,12.85672,102.9573,5.87352,12.84847,101.762,5.440926,5.926,19.61,30.85,20.06,101.92,12.71,1.17,3.03,2.34,1.28,4.43,13.2,4.2,2.91,2.051,4.07,12.72,1.07,13.20243,9.3017720565,5.466591,77215,14.24,11.79,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 13:10:00,NA,NA,NA,NA,5.864099,5.87832,5.749231,5.758478,5.691766,5.665033,5.644494,5.65603,5.383234,12.81642,102.6413,5.875984,12.83829,101.6766,5.43911,5.919,19.34,30.43,19.78,101.92,12.71,1.1,2.8,2.38,1.32,4.37,13.02,4.39,2.91,2.051,4.07,12.71,1.21,13.20233,9.3017016015,5.462077,77216,14.26,12.03,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 13:20:00,NA,NA,NA,NA,5.86358,5.879846,5.753106,5.76159,5.681634,5.693506,5.660577,5.562036,5.374322,12.81807,102.6559,5.87648,12.77533,101.1648,5.43399,5.915,19.34,30.43,19.78,101.94,12.72,1.19,3.11,2.39,1.33,4.37,13.02,4.36,2.91,2.046,4.07,12.71,1.18,13.20107,9.3008138685,5.45399,77217,14.25,12.31,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 13:30:00,NA,NA,NA,NA,5.887048,5.89007,5.752588,5.764337,5.682214,5.685174,5.652612,5.460474,5.36831,12.84506,102.8796,5.879433,12.77663,101.1634,5.429535,5.932,19.33,30.4,19.76,102.09,12.73,1.19,3.09,2.4,1.34,4.41,13.12,4.36,2.9,2.045,4.07,12.64,1.18,13.19991,9.2999965905,5.44715,77218,14.22,12.64,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 13:40:00,NA,NA,NA,NA,5.910577,5.900964,5.769403,5.772028,5.700616,5.702783,5.659265,5.439081,5.374719,12.80826,102.7035,5.924912,12.7988,101.3506,5.43399,5.97,19.64,30.86,20.06,102.08,12.72,1.32,3.53,2.33,1.27,4.42,13.17,4.21,2.9,2.042,4.07,12.68,NA,13.2004,9.30034182,5.456143,77219,14.22,13.08,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BVR,50,2023-02-11 13:50:00,NA,NA,NA,NA,5.929773,5.926935,5.79455,5.790735,5.717248,5.725366,5.609155,5.440668,5.378198,12.81167,102.7459,5.930664,12.78924,101.2745,5.433823,5.996,19.36,30.39,19.75,102.34,12.74,1.37,3.68,2.4,1.34,4.36,12.97,4.22,2.89,2.033,4.07,12.66,1.19,13.2024,9.30175092,5.458854,77220,14.2,13.32,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 14:00:00,NA,NA,NA,NA,5.952966,5.956415,5.820764,5.810754,5.730981,5.744745,5.552881,5.514978,5.39425,12.79815,102.6948,5.95266,12.73722,100.9002,5.448364,6.035,19.4,30.42,19.77,102.51,12.75,1.26,3.33,2.39,1.34,4.37,13.01,4.43,2.89,2.032,4.07,12.69,1.18,13.20144,9.301074552,5.477337,77221,14.24,13.34,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 14:10:00,NA,NA,NA,NA,5.966394,5.974237,5.853784,5.842737,5.746454,5.761377,5.593713,5.535577,5.396753,12.80771,102.8323,5.975945,12.73649,100.9153,5.456459,6.032,19.66,30.83,20.04,102.52,12.75,1.42,3.84,2.31,1.24,4.42,13.17,4.15,2.88,2.03,4.07,12.73,NA,13.20102,9.300778641,5.477513,77222,14.25,13.26,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BVR,50,2023-02-11 14:20:00,NA,NA,NA,NA,5.993585,6.004144,5.892389,5.860437,5.754388,5.775995,5.613367,5.534326,5.387598,12.83782,103.142,6.002029,12.70841,100.671,5.448029,6.092,19.41,30.38,19.75,102.74,12.76,1.36,3.65,2.43,1.38,4.36,12.97,4.43,2.88,2.029,4.07,12.71,1.21,13.20177,9.3013070535,5.468379,77223,14.29,13.15,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 14:30:00,NA,NA,NA,NA,6.023523,6.042993,5.892938,5.886346,5.785486,5.761896,5.615472,5.510278,5.396387,12.79933,102.9599,6.050713,12.7289,100.8558,5.456772,6.133,19.45,30.4,19.76,102.82,12.76,1.29,3.43,2.36,1.3,4.37,13.01,4.31,2.88,2.028,4.07,12.69,1.19,13.20198,9.301455009,5.474478,77224,14.23,13.06,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 14:40:00,NA,NA,NA,NA,6.025903,6.05285,5.941705,5.914026,5.785455,5.746972,5.6289,5.523248,5.426141,12.80459,103.044,6.066757,12.71486,100.7775,5.469505,6.148,19.74,30.84,20.05,102.92,12.76,1.39,3.75,2.32,1.25,4.4,13.11,4.15,2.88,2.026,4.07,12.69,1.08,13.20018,9.300186819,5.50068,77225,14.25,12.94,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 14:50:00,NA,NA,NA,NA,6.028131,6.059869,5.949121,5.927087,5.844476,5.793329,5.658594,5.584497,5.442834,12.80414,103.0614,6.074806,12.70884,100.7946,5.494598,6.12,19.43,30.39,19.75,102.88,12.77,1.45,3.94,2.41,1.36,4.35,12.95,4.26,2.88,2.026,4.07,12.73,1.22,13.19917,9.2994752235,5.526503,77226,14.26,12.84,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 15:00:00,NA,NA,NA,NA,6.052576,6.077081,5.982294,5.950738,5.876459,5.805719,5.662683,5.58111,5.436365,12.8133,103.1977,6.098717,12.71467,100.8731,5.507149,6.159,19.44,30.37,19.74,102.97,12.77,1.38,3.7,2.36,1.29,4.34,12.92,4.31,2.87,2.02,4.07,12.73,1.19,13.20092,9.300708186,5.522785,77227,14.26,12.83,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 15:10:00,NA,NA,NA,NA,6.056787,6.085168,5.983453,5.969476,5.87002,5.775446,5.635187,5.554956,5.426446,12.78034,102.9176,6.093147,12.59546,99.9233,5.505501,6.15,19.72,30.82,20.03,102.95,12.77,1.35,3.61,2.31,1.24,4.41,13.12,4.2,2.87,2.021,4.07,12.72,NA,13.20162,9.301201371,5.514249,77228,14.23,12.98,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BVR,50,2023-02-11 15:20:00,NA,NA,NA,NA,6.07052,6.111017,6.010797,5.994592,5.896844,5.75332,5.629388,5.542505,5.415857,12.80248,103.1199,6.10231,12.58572,99.8046,5.489311,6.187,19.48,30.4,19.76,103.15,12.78,1.41,3.8,2.38,1.32,4.35,12.94,4.29,2.88,2.025,4.07,12.7,1.19,13.19963,9.2997993165,5.508271,77229,14.26,13.08,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 15:30:00,NA,NA,NA,NA,6.06994,6.119928,6.010614,6.009332,5.926996,5.747949,5.633905,5.526575,5.414819,12.77912,102.9803,6.120987,12.5693,99.655,5.48172,6.187,19.47,30.39,19.75,103.17,12.78,1.44,3.89,2.41,1.36,4.36,12.98,4.33,2.88,2.028,4.07,12.73,1.19,13.20008,9.300116364,5.493693,77230,14.24,13.05,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 15:40:00,NA,NA,NA,NA,6.0906,6.129785,6.022821,6.01626,5.940424,5.760034,5.694299,5.516107,5.408258,12.78078,103.004,6.124908,12.52831,99.3056,5.472145,6.208,19.48,30.39,19.75,103.23,12.78,1.39,3.73,2.38,1.32,4.35,12.96,4.34,2.88,2.029,4.07,12.17,1.19,13.20081,9.3006306855,5.488543,77231,13.91,13.06,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 15:50:00,NA,NA,NA,NA,6.109277,6.144922,6.040063,6.000696,5.93783,5.813714,5.576501,5.455652,5.394556,12.78218,103.0724,6.146843,12.59955,99.8522,5.465042,6.229,19.5,30.39,19.76,103.25,12.78,1.62,4.48,2.38,1.32,4.33,12.88,4.29,2.88,2.026,4.07,12.66,1.2,13.20089,9.3006870495,5.481854,77232,14.29,13.04,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 16:00:00,NA,NA,NA,NA,6.115533,6.13894,6.033502,6.034936,5.941858,5.81112,5.555322,5.456934,5.391992,12.78103,103.0627,6.146683,12.57663,99.6562,5.459419,6.212,19.47,30.36,19.74,103.2,12.78,1.52,4.17,2.38,1.32,4.33,12.88,4.3,2.87,2.023,4.07,12.07,1.2,13.20001,9.3000670455,5.47895,77233,13.66,12.99,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 16:10:00,NA,NA,NA,NA,6.119318,6.134118,6.029352,6.018274,5.94555,5.809412,5.557092,5.474481,5.392358,12.77299,102.9497,6.128181,12.59621,99.8088,5.458443,6.216,19.46,30.35,19.73,103.23,12.78,1.48,4.03,2.39,1.33,4.34,12.91,4.33,2.87,2.02,4.07,11.92,1.18,13.20007,9.3001093185,5.476428,77234,13.51,12.87,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 16:20:00,NA,NA,NA,NA,6.101831,6.132806,6.048059,6.040613,5.944848,5.819971,5.62533,5.503717,5.39483,12.74559,102.7236,6.126228,12.54866,99.4333,5.458939,6.225,19.75,30.8,20.02,103.33,12.79,1.42,3.83,2.31,1.24,4.39,13.06,4.15,2.86,2.016,4.07,11.82,1.09,13.20006,9.300102273,5.478466,77235,13.41,12.73,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
