Reservoir,Site,DateTime,ThermistorTemp_C_1,ThermistorTemp_C_2,ThermistorTemp_C_3,ThermistorTemp_C_4,ThermistorTemp_C_5,ThermistorTemp_C_6,ThermistorTemp_C_7,ThermistorTemp_C_8,ThermistorTemp_C_9,ThermistorTemp_C_10,ThermistorTemp_C_11,ThermistorTemp_C_12,ThermistorTemp_C_13,RDO_mgL_6,RDOsat_percent_6,RDOTemp_C_6,RDO_mgL_13,RDOsat_percent_13,RDOTemp_C_13,EXOTemp_C_1.5,EXOCond_uScm_1.5,EXOSpCond_uScm_1.5,EXOTDS_mgL_1.5,EXODOsat_percent_1.5,EXODO_mgL_1.5,EXOChla_RFU_1.5,EXOChla_ugL_1.5,EXOBGAPC_RFU_1.5,EXOBGAPC_ugL_1.5,EXOfDOM_RFU_1.5,EXOfDOM_QSU_1.5,EXOTurbidity_FNU_1.5,EXOPressure_psi,EXODepth_m,EXOBattery_V,EXOCablepower_V,EXOWiper_V,LvlPressure_psi_13,Depth_m_13,LvlTemp_C_13,RECORD,CR6Battery_V,CR6Panel_Temp_C,Flag_ThermistorTemp_C_1,Flag_ThermistorTemp_C_2,Flag_ThermistorTemp_C_3,Flag_ThermistorTemp_C_4,Flag_ThermistorTemp_C_5,Flag_ThermistorTemp_C_6,Flag_ThermistorTemp_C_7,Flag_ThermistorTemp_C_8,Flag_ThermistorTemp_C_9,Flag_ThermistorTemp_C_10,Flag_ThermistorTemp_C_11,Flag_ThermistorTemp_C_12,Flag_ThermistorTemp_C_13,Flag_RDO_mgL_6,Flag_RDOsat_percent_6,Flag_RDOTemp_C_6,Flag_RDO_mgL_13,Flag_RDOsat_percent_13,Flag_RDOTemp_C_13,Flag_EXOTemp_C_1.5,Flag_EXOCond_uScm_1.5,Flag_EXOSpCond_uScm_1.5,Flag_EXOTDS_mgL_1.5,Flag_EXODOsat_percent_1.5,Flag_EXODO_mgL_1.5,Flag_EXOChla_RFU_1.5,Flag_EXOChla_ugL_1.5,Flag_EXOBGAPC_RFU_1.5,Flag_EXOBGAPC_ugL_1.5,Flag_EXOfDOM_RFU_1.5,Flag_EXOfDOM_QSU_1.5,Flag_EXOTurbidity_FNU_1.5,Flag_EXOPressure_psi,Flag_EXODepth_m,Flag_EXOBattery_V,Flag_EXOCablepower_V,Flag_EXOWiper_V,Flag_LvlPressure_psi_13,Flag_LvlTemp_C_13
BVR,50,2023-02-11 16:30:00,NA,NA,NA,NA,6.129541,6.144739,6.044336,6.033716,5.953729,5.826288,5.584833,5.486352,5.389459,12.77118,102.9889,6.148811,12.5098,99.1224,5.457787,6.214,19.47,30.36,19.73,103.38,12.8,2.14,6.16,2.4,1.34,4.31,12.84,4.38,2.87,2.019,4.07,11.8,1.21,13.20041,9.3003488655,5.474096,77236,13.36,12.54,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 16:40:00,NA,NA,NA,NA,6.127832,6.169519,6.025262,6.034174,5.952661,5.826959,5.562768,5.499475,5.397668,12.77245,103.0071,6.151932,12.54773,99.4247,5.458443,6.244,19.47,30.34,19.72,103.42,12.79,1.84,5.21,2.37,1.31,4.33,12.9,4.38,2.87,2.017,4.07,11.81,1.18,13.20147,9.3010956885,5.476765,77237,13.33,12.37,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 16:50:00,NA,NA,NA,NA,6.139215,6.192041,6.016443,6.022821,5.943018,5.826715,5.53927,5.513025,5.389734,12.76177,102.9717,6.171402,12.52515,99.2454,5.458267,6.253,19.48,30.34,19.72,103.47,12.8,1.49,4.06,2.38,1.32,4.34,12.91,4.26,2.86,2.011,4.07,11.75,1.19,13.20118,9.300891369,5.478099,77238,13.27,12.22,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 17:00:00,NA,NA,NA,NA,6.122766,6.18194,6.028314,6.010004,5.9461,5.832269,5.542413,5.505243,5.39187,12.78892,103.1962,6.173515,12.57103,99.6097,5.458603,6.244,19.49,30.36,19.74,103.44,12.8,1.57,4.32,2.4,1.34,4.34,12.9,4.34,2.86,2.014,4.07,11.7,1.18,13.20125,9.3009406875,5.477909,77239,13.29,12.06,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 17:10:00,NA,NA,NA,NA,6.109308,6.176324,6.05401,6.01037,5.933404,5.797784,5.532709,5.495386,5.388086,12.78131,103.1221,6.16861,12.60812,99.8923,5.454147,6.237,19.48,30.36,19.74,103.39,12.79,1.52,4.17,2.39,1.33,4.35,12.95,4.24,2.86,2.015,4.07,11.74,1.19,13.20103,9.3007856865,5.470666,77240,13.26,11.91,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 17:20:00,NA,NA,NA,NA,6.111017,6.185449,6.04162,6.023767,5.935968,5.739404,5.532495,5.502435,5.393762,12.77718,103.1007,6.173195,12.55242,99.4601,5.457787,6.246,19.47,30.34,19.72,103.49,12.8,1.62,4.48,2.39,1.34,4.34,12.91,4.34,2.86,2.017,4.07,11.67,1.19,13.20086,9.300665913,5.473671,77241,13.25,11.77,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 17:30:00,NA,NA,NA,NA,6.105829,6.176263,6.022729,6.022546,5.942224,5.742029,5.53753,5.511163,5.393762,12.75286,102.8518,6.152908,12.53596,99.3327,5.458939,6.25,19.77,30.79,20.02,103.52,12.81,1.53,4.21,2.29,1.22,4.38,13.03,4.15,2.87,2.018,4.07,11.62,1.09,13.20075,9.3005884125,5.481473,77242,13.2,11.62,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 17:40:00,NA,NA,NA,NA,6.108789,6.188531,6.025598,6.021142,5.94555,5.735559,5.530908,5.482843,5.402795,12.7712,103.053,6.173355,12.49779,99.0307,5.459091,6.261,19.49,30.36,19.73,103.49,12.8,1.73,4.83,2.39,1.33,4.34,12.91,4.33,2.86,2.017,4.07,11.59,1.18,13.20166,9.301229553,5.483952,77243,13.12,11.44,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 17:50:00,NA,NA,NA,NA,6.124811,6.201196,6.018457,6.023096,5.918664,5.73742,5.539331,5.489557,5.40722,12.78884,103.135,6.150291,12.47327,98.84735,5.463394,6.239,19.48,30.36,19.73,103.39,12.79,1.53,4.21,2.44,1.38,4.32,12.87,4.35,2.87,2.019,4.07,11.57,1.2,13.20102,9.300778641,5.486445,77244,13.13,11.24,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 18:00:00,NA,NA,NA,NA,6.140802,6.217584,6.012842,6.024408,5.907281,5.73266,5.554742,5.501581,5.406824,12.78314,103.1469,6.172386,12.45928,98.74472,5.46669,6.286,19.78,30.79,20.01,103.79,12.83,1.73,4.84,2.33,1.26,4.37,13,4.17,2.86,2.017,4.07,11.55,NA,13.20181,9.3013352355,5.490069,77245,13.12,11.01,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BVR,50,2023-02-11 18:10:00,NA,NA,NA,NA,6.154291,6.209161,6.015252,6.020532,5.857202,5.72088,5.56228,5.51391,5.415552,12.76597,103.0114,6.173676,12.58994,99.805,5.47644,6.266,19.51,30.38,19.75,103.58,12.81,1.53,4.2,2.4,1.35,4.33,12.9,4.22,2.89,2.032,4.07,11.58,1.19,13.2002,9.30020091,5.494295,77246,13.1,10.78,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 18:20:00,NA,NA,NA,NA,6.154199,6.196436,6.007684,6.019891,5.811426,5.717462,5.543664,5.502344,5.415491,12.79168,103.1559,6.14946,12.60202,99.9093,5.479744,6.228,19.46,30.33,19.71,103.3,12.79,1.64,4.54,2.42,1.36,4.33,12.88,4.3,2.88,2.031,4.07,11.54,1.2,13.2012,9.30090546,5.498287,77247,13.07,10.61,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 18:30:00,NA,NA,NA,NA,6.131524,6.195306,5.985498,6.016229,5.825128,5.71026,5.525476,5.503564,5.411401,12.75851,102.8394,6.130646,12.58037,99.6971,5.46389,6.227,19.48,30.37,19.74,103.35,12.79,1.67,4.64,2.42,1.36,4.35,12.96,4.28,2.89,2.035,4.07,11.35,1.19,13.20136,9.301018188,5.490715,77248,12.96,10.47,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 18:40:00,NA,NA,NA,NA,6.115533,6.180841,5.980249,6.008844,5.863092,5.689813,5.507074,5.496972,5.405634,12.7022,102.3142,6.103127,12.54843,99.4315,5.458939,6.193,19.46,30.36,19.74,103.12,12.77,1.64,4.56,2.43,1.37,4.35,12.95,4.32,2.88,2.03,4.07,11.47,1.21,13.20059,9.3004756845,5.484171,77249,13.03,10.45,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 18:50:00,NA,NA,NA,NA,6.106592,6.182123,5.973779,6.001428,5.869256,5.670984,5.510156,5.5021,5.403314,12.66368,102.0028,6.102646,12.54104,99.3738,5.459267,6.203,19.45,30.35,19.73,103.11,12.77,1.66,4.6,2.43,1.37,4.35,12.96,4.44,2.88,2.029,4.07,11.51,1.18,13.20141,9.3010534155,5.486181,77250,13.03,10.28,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 19:00:00,NA,NA,NA,NA,6.100702,6.187616,5.962579,5.98034,5.85238,5.63537,5.510492,5.523798,5.404169,12.76381,102.8629,6.123276,12.50676,99.1101,5.462402,6.221,19.46,30.34,19.72,103.24,12.78,1.61,4.46,2.42,1.37,4.3,12.79,4.3,2.88,2.025,4.07,11.53,1.18,13.20043,9.3003629565,5.488734,77251,13.11,10.07,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 19:10:00,NA,NA,NA,NA,6.093622,6.167902,5.958032,5.967462,5.812738,5.618341,5.531854,5.522912,5.411706,12.63971,101.8032,6.100189,12.54609,99.4593,5.477104,6.2,19.73,30.79,20.01,103.19,12.78,1.62,4.49,2.32,1.26,4.4,13.1,4.16,2.88,2.026,4.07,11.55,NA,13.20146,9.301088643,5.497612,77252,13.08,9.83,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BVR,50,2023-02-11 19:20:00,NA,NA,NA,NA,6.084894,6.167047,5.947656,5.955042,5.825036,5.633234,5.533075,5.509271,5.41253,12.64687,101.864,6.101334,12.60072,99.8897,5.476112,6.211,19.47,30.37,19.74,103.12,12.77,1.63,4.51,2.4,1.34,4.32,12.87,4.28,2.88,2.027,4.07,11.5,1.19,13.20245,9.3017861475,5.495719,77253,13.07,9.63,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 19:30:00,NA,NA,NA,NA,6.066766,6.173883,5.951227,5.94668,5.827539,5.640832,5.486261,5.485712,5.416834,12.64638,101.8811,6.10952,12.56052,99.5888,5.483055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.20219,9.3016029645,5.502765,77254,13.07,9.45,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0
BVR,50,2023-02-11 19:40:00,NA,NA,NA,NA,6.063531,6.170984,5.957574,5.93905,5.805261,5.642816,5.498163,5.483209,5.422418,12.67388,102.085,6.102646,12.44359,98.66973,5.486183,6.193,19.74,30.81,20.03,103.15,12.78,1.76,4.94,2.36,1.3,4.39,13.06,4.19,2.88,2.025,4.07,11.5,1.05,13.20338,9.302441379,5.508286,77255,13.05,9.3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 19:50:00,NA,NA,NA,NA,6.069818,6.172754,5.955408,5.933679,5.778528,5.645654,5.482874,5.484521,5.429986,12.61831,101.6431,6.104942,12.31834,97.71364,5.501038,6.205,19.48,30.39,19.75,103.08,12.76,1.6,4.43,2.4,1.34,4.34,12.91,4.22,2.88,2.027,4.07,11.52,1.19,13.20148,9.301102734,5.512692,77256,13.06,9.14,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 20:00:00,NA,NA,NA,NA,6.06167,6.171014,5.982385,5.931482,5.764215,5.626184,5.473322,5.483026,5.436029,12.64047,101.874,6.125244,12.41812,98.51692,5.505669,6.231,19.48,30.36,19.74,103.24,12.78,1.6,4.41,2.44,1.39,4.35,12.94,4.19,2.88,2.025,4.07,11.5,1.19,13.20074,9.300581367,5.517378,77257,13.04,8.99,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 20:10:00,NA,NA,NA,NA,6.06637,6.174707,5.989099,5.929071,5.771387,5.619287,5.475366,5.485742,5.438165,12.7422,102.7248,6.137184,12.43784,98.67642,5.506989,6.232,19.47,30.35,19.73,103.25,12.78,1.58,4.37,2.44,1.39,4.35,12.94,4.19,2.87,2.023,4.07,11.51,1.19,13.20239,9.3017438745,5.518553,77258,12.85,8.87,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 20:20:00,NA,NA,NA,NA,6.065179,6.15365,5.992731,5.92605,5.771539,5.620844,5.490533,5.491083,5.443658,12.72119,102.5134,6.120987,12.37825,98.20619,5.507965,6.202,19.47,30.38,19.74,103.01,12.76,1.68,4.68,2.43,1.37,4.35,12.96,4.26,2.87,2.022,4.07,11.32,1.22,13.20338,9.302441379,5.525607,77259,12.89,8.93,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 20:30:00,NA,NA,NA,NA,6.062463,6.146722,5.997308,5.92315,5.768854,5.622339,5.488855,5.495142,5.442896,12.72387,102.4929,6.104774,12.39069,98.30562,5.508301,6.205,19.46,30.36,19.74,103.18,12.78,1.59,4.38,2.38,1.32,4.35,12.94,4.3,2.87,2.021,4.07,11.43,1.19,13.20197,9.3014479635,5.523858,77260,12.95,9.17,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 20:40:00,NA,NA,NA,NA,6.055017,6.133844,5.984826,5.91543,5.772302,5.622674,5.48797,5.492975,5.425165,12.74548,102.6574,6.100998,12.50878,99.2163,5.49791,6.208,19.47,30.36,19.74,103.15,12.77,1.54,4.22,2.4,1.34,4.35,12.93,4.25,2.87,2.021,4.07,11.43,1.19,13.20246,9.301793193,5.510415,77261,12.98,9.32,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 20:50:00,NA,NA,NA,NA,6.046869,6.133966,5.977716,5.904565,5.765314,5.623315,5.493951,5.496576,5.425439,12.72909,102.5703,6.118362,12.62233,100.0928,5.488495,6.217,19.46,30.34,19.72,103.33,12.79,1.49,4.05,2.42,1.36,4.35,12.95,4.32,2.87,2.019,4.07,11.46,1.19,13.20277,9.3020116035,5.507801,77262,13.04,9.45,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 21:00:00,NA,NA,NA,NA,6.05224,6.145349,5.957452,5.903436,5.737634,5.616296,5.515314,5.500116,5.43017,12.77578,102.9608,6.123772,12.6669,100.4684,5.497086,6.221,19.45,30.34,19.72,103.28,12.78,1.86,5.25,2.41,1.35,4.33,12.9,4.27,2.86,2.017,4.07,11.46,1.19,13.20186,9.301370463,5.511252,77263,13.02,9.55,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 21:10:00,NA,NA,NA,NA,6.038995,6.123224,5.951318,5.895929,5.672968,5.600458,5.527795,5.502435,5.42254,12.74023,102.6137,6.10051,12.70102,100.7122,5.486679,6.189,19.46,30.38,19.75,103.08,12.77,1.66,4.61,2.42,1.37,4.36,12.98,4.31,2.87,2.018,4.07,11.46,1.2,13.20147,9.3010956885,5.503939,77264,13.02,9.57,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 21:20:00,NA,NA,NA,NA,6.037134,6.13067,5.957117,5.894525,5.663751,5.593103,5.527887,5.498529,5.424219,12.74143,102.6328,6.104126,12.74707,101.0734,5.485199,6.205,19.44,30.33,19.72,103.14,12.77,1.52,4.17,2.39,1.34,4.36,12.97,4.31,2.86,2.013,4.07,11.48,1.2,13.20274,9.301990467,5.506127,77265,13.05,9.56,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 21:30:00,NA,NA,NA,NA,6.025812,6.098962,5.941522,5.888605,5.694299,5.588892,5.517419,5.48501,5.412805,12.71628,102.3712,6.081352,12.75245,101.1114,5.483376,6.163,19.45,30.37,19.74,102.95,12.76,1.93,5.5,2.43,1.38,4.37,13,4.28,2.86,2.012,4.07,11.46,1.21,13.20191,9.3014056905,5.502119,77266,13.04,9.51,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 21:40:00,NA,NA,NA,NA,6.021082,6.071008,5.886011,5.875512,5.699579,5.583429,5.514306,5.489282,5.412012,12.73345,102.4291,6.050385,12.77115,101.2524,5.480568,6.133,19.44,30.38,19.75,102.91,12.77,1.63,4.52,2.45,1.4,4.37,13.02,4.31,2.86,2.012,4.07,11.46,1.18,13.20268,9.301948194,5.493708,77267,12.98,9.45,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 21:50:00,NA,NA,NA,NA,6.014917,6.05813,5.876672,5.862085,5.678125,5.584131,5.506647,5.49151,5.425378,12.70977,102.2174,6.042183,12.79017,101.4097,5.483055,6.122,19.42,30.37,19.74,102.84,12.76,1.68,4.68,2.5,1.46,4.34,12.92,4.34,2.86,2.016,4.07,11.46,1.19,13.20417,9.3029979735,5.504365,77268,13.04,9.38,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 22:00:00,NA,NA,NA,NA,6.00625,6.035913,5.870202,5.859552,5.659174,5.550073,5.484582,5.489984,5.431268,12.74495,102.459,6.026283,12.79067,101.4251,5.487511,6.109,19.41,30.36,19.74,102.83,12.76,1.96,5.58,2.45,1.4,4.34,12.9,4.3,2.86,2.016,4.07,11.46,1.23,13.20343,9.3024766065,5.512956,77269,12.98,9.31,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 22:10:00,NA,NA,NA,NA,5.987695,6.040857,5.862878,5.865472,5.655298,5.522668,5.483667,5.490808,5.428094,12.71367,102.1997,6.023346,12.82327,101.6811,5.486504,6.105,19.68,30.8,20.02,102.78,12.76,1.7,4.74,2.38,1.32,4.45,13.25,4.2,2.86,2.015,4.07,11.46,1.1,13.20206,9.301511373,5.509652,77270,13.03,9.24,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 22:20:00,NA,NA,NA,NA,5.977899,6.030267,5.859888,5.868494,5.653955,5.512323,5.484002,5.484552,5.416437,12.71671,102.1695,6.002182,12.76239,101.1893,5.483055,6.089,19.4,30.38,19.74,102.74,12.76,1.93,5.47,2.45,1.39,4.33,12.9,4.3,2.87,2.018,4.07,11.46,1.2,13.20197,9.3014479635,5.496893,77271,13.04,9.15,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 22:30:00,NA,NA,NA,NA,5.964014,6.006738,5.857965,5.837549,5.636774,5.50741,5.491998,5.480371,5.416254,12.73157,102.2632,5.992188,12.7767,101.3037,5.483376,6.082,19.67,30.8,20.02,102.66,12.75,1.71,4.78,2.38,1.32,4.42,13.15,4.17,2.86,2.017,4.07,11.47,NA,13.20221,9.3016170555,5.499344,77272,13.01,9.07,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BVR,50,2023-02-11 22:40:00,NA,NA,NA,NA,5.959375,6.011896,5.854211,5.815027,5.607385,5.515192,5.506677,5.482141,5.41955,12.73939,102.3033,5.983498,12.79865,101.4741,5.48204,6.066,19.37,30.35,19.73,102.66,12.76,1.73,4.83,2.43,1.38,4.36,12.99,4.36,2.86,2.017,4.07,11.46,1.18,13.20198,9.301455009,5.501253,77273,12.97,8.99,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 22:50:00,NA,NA,NA,NA,5.954614,5.995966,5.849695,5.772333,5.537103,5.522974,5.474573,5.474146,5.410089,12.72748,102.1885,5.97612,12.75786,101.1278,5.473137,6.06,19.66,30.81,20.03,102.6,12.75,2,5.71,2.37,1.31,4.42,13.15,4.18,2.87,2.019,4.07,11.43,1.07,13.20334,9.302413197,5.489101,77274,12.99,8.92,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 23:00:00,NA,NA,NA,NA,5.955743,5.997705,5.843958,5.764001,5.53518,5.52981,5.46731,5.470514,5.414453,12.68969,101.8714,5.970863,12.74604,101.0308,5.471825,6.067,19.41,30.41,19.76,102.64,12.76,1.68,4.67,2.41,1.35,4.38,13.03,4.36,2.87,2.021,4.07,11.46,1.18,13.20224,9.301638192,5.491155,77275,12.96,8.84,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 23:10:00,NA,NA,NA,NA,5.956323,5.993799,5.837946,5.749536,5.526544,5.530145,5.470819,5.474603,5.404443,12.701,101.9137,5.952156,12.70055,100.6658,5.470161,6.044,19.38,30.38,19.75,102.56,12.75,1.66,4.6,2.44,1.39,4.36,12.99,4.36,2.87,2.019,4.07,11.44,1.19,13.20351,9.3025329705,5.491903,77276,12.99,8.77,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2023-02-11 23:20:00,NA,NA,NA,NA,5.944574,5.98205,5.827264,5.718256,5.53335,5.513208,5.48205,5.481042,5.401971,12.69124,101.7755,5.928856,12.69614,100.604,5.459763,6.04,19.66,30.82,20.03,102.5,12.75,2.53,7.42,2.39,1.33,4.43,13.18,4.23,2.86,2.015,4.07,11.43,NA,13.20213,9.3015606915,5.483189,77277,12.98,8.71,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BVR,50,2023-02-11 23:30:00,NA,NA,NA,NA,5.93435,5.953943,5.7698,5.658838,5.517419,5.510706,5.485315,5.484369,5.406671,12.68654,101.7325,5.926888,12.72186,100.8133,5.461906,6.022,19.38,30.4,19.76,102.51,12.75,1.74,4.88,2.45,1.4,4.37,13,4.31,2.86,2.017,4.07,11.44,NA,13.20247,9.3018002385,5.490803,77278,12.99,8.64,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BVR,50,2023-02-11 23:40:00,NA,NA,NA,NA,5.932794,5.945093,5.718134,5.630487,5.505914,5.513696,5.491571,5.482874,5.397485,12.6813,101.6533,5.91243,12.68987,100.5517,5.458771,6.009,19.65,30.83,20.04,102.47,12.75,1.69,4.72,2.36,1.3,4.43,13.2,4.22,2.86,2.014,4.07,11.42,NA,13.20322,9.302328651,5.478422,77279,12.94,8.58,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BVR,50,2023-02-11 23:50:00,NA,NA,NA,NA,5.927484,5.908533,5.673883,5.62362,5.506433,5.515192,5.483301,5.467676,5.39602,12.68172,101.6146,5.896187,12.69956,100.6251,5.457443,5.97,19.35,30.4,19.76,102.13,12.72,1.69,4.7,2.46,1.4,4.39,13.07,4.33,2.86,2.016,4.07,11.44,1.19,13.20278,9.302018649,5.475827,77280,13,8.51,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
